_id,name,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,first_review,last_review,accommodates,bedrooms,beds,number_of_reviews,bathrooms,amenities,price,security_deposit,extra_people,guests_included,address_street,country,host_neighbourhood,host_name,host_response_rate,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,review_scores_rating,availability_30,availability_60,availability_90,availability_365,weekly_price,monthly_price
26014922,Grand Opening! 20th Flr. Apt. w/ View and Parking!,Condominium,Entire home/apt,Real Bed,1,27,moderate,2018-06-28 04:00:00,2019-02-24 05:00:00,3,0.0,2.0,39,1.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Elevator', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'BBQ grill', 'Patio or balcony']",115.00,200.00,20.00,2,"Honolulu, HI, United States",United States,Ala Moana/Kakaako,Hing Chau,100.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0,17,47,77,77,,
26023825,AMAZING OLD-PORT LOFT **SUPER HOST STATUS**,Loft,Entire home/apt,Real Bed,1,90,strict_14_with_grace_period,2018-06-23 04:00:00,2019-03-06 05:00:00,4,1.0,2.0,37,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Garden or backyard']",149.00,0.00,20.00,3,"Montréal, Québec, Canada",Canada,Old Montreal,Samuel,100.0,10.0,10.0,10.0,10.0,10.0,9.0,95.0,8,30,59,202,,
26044607,Özel müstakil villa,Villa,Entire home/apt,Real Bed,3,1125,flexible,,,10,3.0,4.0,0,4.0,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Breakfast', 'Indoor fireplace', 'Heating', 'Washer', 'Essentials', 'Hair dryer', 'Iron', 'Private living room', 'Host greets you']",801.00,,0.00,1,"İstanbul, Sarıyer, Turkey",Turkey,,Ebru,,,,,,,,,0,18,48,91,,
260451,Fort Greene brownstone 1BR- SUBLET,Apartment,Entire home/apt,Real Bed,7,330,strict_14_with_grace_period,2012-07-01 04:00:00,2017-08-28 04:00:00,2,1.0,1.0,4,1.0,"['Wifi', 'Kitchen', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Hair dryer', 'Laptop friendly workspace']",70.00,300.00,20.00,1,"Brooklyn, NY, United States",United States,Fort Greene,Alexander,100.0,9.0,8.0,10.0,10.0,10.0,9.0,100.0,0,0,0,0,650.00,2453.00
26048057,The Tiny Boho,Apartment,Entire home/apt,Real Bed,1,30,strict_14_with_grace_period,2018-07-23 04:00:00,2019-01-25 05:00:00,4,1.0,2.0,10,1.0,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Elevator', 'Heating', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Self check-in', 'Keypad', 'Private living room', 'Bathtub', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Long term stays allowed', 'Wide doorway', 'Well-lit path to entrance', 'Accessible-height bed', 'Step-free access', 'Wide doorway', 'Accessible-height toilet', 'Step-free access', 'Wide entryway', 'Handheld shower head', 'Paid parking on premises']",65.00,,15.00,2,"Porto, Porto, Portugal",Portugal,,Pedro,100.0,10.0,10.0,10.0,10.0,9.0,9.0,100.0,29,59,89,364,,
26060837,Peacefull single room in Dancing Flat,Apartment,Private room,Real Bed,1,1125,flexible,2018-06-17 04:00:00,2018-06-27 04:00:00,1,1.0,1.0,3,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Breakfast', 'Heating', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",58.00,0.00,50.00,1,"Şişli, İstanbul, Turkey",Turkey,Şişli,Evrim,60.0,9.0,9.0,10.0,10.0,10.0,9.0,93.0,0,0,0,262,,
2606204,SINGLE ROOM NEAR THE AIRPORT,Apartment,Private room,Real Bed,1,1125,flexible,2014-06-14 04:00:00,2014-11-07 05:00:00,1,1.0,1.0,5,1.0,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Pets allowed', 'Elevator', 'Free street parking', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'First aid kit', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Patio or balcony', 'Host greets you']",22.00,,0.00,1,"El Prat de Llobregat, Catalunya, Spain",Spain,,Montserrat,100.0,8.0,9.0,8.0,9.0,9.0,8.0,76.0,8,38,67,216,150.00,
26064830,Cozy North Shore Studio,Apartment,Entire home/apt,Real Bed,3,14,flexible,2018-07-31 04:00:00,2018-11-11 05:00:00,2,1.0,1.0,3,1.0,"['TV', 'Wifi', 'Kitchen', 'Washer', 'Dryer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hair dryer', 'Private entrance']",120.00,0.00,0.00,1,"Waialua, HI, United States",United States,North Shore,Sara,,10.0,10.0,10.0,10.0,10.0,9.0,100.0,0,0,0,0,,
260703,Blue Sanctuary Queen Bedroom 2nd Floor,House,Private room,Real Bed,3,60,strict_14_with_grace_period,2017-02-11 05:00:00,2019-02-15 05:00:00,2,1.0,1.0,27,2.5,"['TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Washer', 'Dryer', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Refrigerator', 'BBQ grill', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed']",45.00,0.00,5.00,1,"Honolulu, HI, United States",United States,Kalihi Valley,Lynn,100.0,9.0,8.0,10.0,10.0,9.0,9.0,81.0,0,0,9,9,,
2607583,Exquisite Furnished 1-BR Studio,Apartment,Entire home/apt,Real Bed,30,1125,strict_14_with_grace_period,2016-12-30 05:00:00,2018-11-18 05:00:00,2,1.0,1.0,6,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Buzzer/wireless intercom', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Long term stays allowed']",108.00,1000.00,0.00,1,"New York, NY, United States",United States,Upper East Side,AFI Apartments,100.0,9.0,10.0,10.0,10.0,9.0,9.0,93.0,0,5,35,310,,3400.00
26077159,Logement de charme en plein cœur du Plateau,Apartment,Entire home/apt,Real Bed,2,21,flexible,2018-07-20 04:00:00,2018-08-26 04:00:00,4,2.0,4.0,4,1.0,"['Wifi', 'Kitchen', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Hangers']",140.00,600.00,30.00,16,"Montréal, Québec, Canada",Canada,Le Plateau,Sophie,,9.0,10.0,10.0,9.0,10.0,8.0,95.0,0,0,0,38,,
26077593,City center Garden,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2018-07-01 04:00:00,2018-11-18 05:00:00,4,1.0,2.0,16,1.0,"['TV', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Pets allowed', 'Carbon monoxide detector', 'First aid kit', 'Essentials', 'Hair dryer', 'Private entrance', 'Microwave', 'Refrigerator', 'Dishes and silverware']",50.00,,0.00,1,"Porto, Porto, Portugal",Portugal,,Oporto,100.0,9.0,8.0,8.0,9.0,10.0,9.0,89.0,11,31,58,322,,
26084478,Huge 3 bedroom apartment Chatswood,Serviced apartment,Entire home/apt,Real Bed,10,1125,moderate,,,6,3.0,4.0,0,2.5,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Gym', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Safety card', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Host greets you']",350.00,1000.00,0.00,1,"Chatswood, NSW, Australia",Australia,Chatswood,Michael,89.0,,,,,,,,28,58,88,89,,
2609433,"Treetop Suite, Magical Location, Wonderful People",House,Private room,Real Bed,2,1125,strict_14_with_grace_period,2014-04-14 04:00:00,2018-03-01 05:00:00,2,1.0,1.0,12,1.0,"['Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Pets live on this property', 'Cat(s)', 'Other pet(s)', 'Hot tub', 'Indoor fireplace', 'Heating', 'Washer', 'Smoke detector', 'Fire extinguisher', 'Shampoo', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Host greets you']",71.00,300.00,20.00,1,"Annandale, NSW, Australia",Australia,Annandale/Leichhardt,Cecilia,100.0,10.0,10.0,10.0,10.0,9.0,10.0,95.0,5,30,30,30,,
26100353,tripleRoomprivate,House,Private room,Real Bed,1,1125,strict_14_with_grace_period,2018-06-30 04:00:00,2018-10-13 04:00:00,6,1.0,4.0,8,2.0,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Smoking allowed', 'Pets allowed', 'Family/kid friendly', 'Washer', 'Dryer', 'First aid kit', 'Fire extinguisher', 'Essentials']",40.00,0.00,20.00,2,"Porto, Porto, Portugal",Portugal,El Gòtic,Efeito Oposto,97.0,10.0,10.0,10.0,10.0,10.0,10.0,95.0,30,60,90,365,,
26103478,ŞİŞLİ SQUARE CENTRAL HOUSE,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2018-06-21 04:00:00,2019-02-17 05:00:00,4,1.0,1.0,48,1.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Heating', 'Washer', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Patio or balcony', 'Long term stays allowed']",121.00,,100.00,3,"İstanbul, İstanbul, Turkey",Turkey,,Yücel,100.0,10.0,9.0,10.0,10.0,10.0,9.0,91.0,23,40,70,175,,
26105391,Vintage apartment,Apartment,Entire home/apt,Real Bed,31,1125,flexible,,,4,2.0,2.0,0,1.0,"['Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Heating', 'Washer', 'Essentials', 'Hangers', 'Iron']",100.00,,0.00,1,"Barcelona, Catalunya, Spain",Spain,el Fort Pienc,Manuela,,,,,,,,,30,60,90,180,,
26106075,Apartment with 3 terraces in Porto,House,Entire home/apt,Real Bed,2,1125,flexible,2018-06-24 04:00:00,2018-06-24 04:00:00,6,2.0,6.0,1,1.0,"['Wifi', 'Kitchen', 'Free parking on premises', 'Breakfast', 'Elevator', 'Essentials', 'Shampoo', 'Hangers', 'Laptop friendly workspace', 'Host greets you']",100.00,,0.00,1,"Porto, Porto, Portugal",Portugal,,Diana,,10.0,8.0,10.0,10.0,8.0,10.0,100.0,0,0,0,0,,
26106160,Enchanted Gràcia Loft with a Patio,Apartment,Entire home/apt,Real Bed,31,1125,flexible,,,4,1.0,2.0,0,2.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Pets allowed', 'Heating', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Self check-in', 'Building staff', 'Private living room', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection']",129.00,,0.00,1,"Barcelona, Catalunya, Spain",Spain,Truxton Circle,Richard,96.0,,,,,,,,30,60,90,365,,
26108786,Ocean view Luxury updated 2 bedroom 2 ensuite bath,Condominium,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,2018-07-09 04:00:00,2019-02-15 05:00:00,6,2.0,5.0,20,2.0,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Elevator', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private entrance']",169.00,,50.00,6,"Kihei, HI, United States",United States,Kihei/Wailea,Reza,93.0,9.0,8.0,9.0,10.0,10.0,9.0,96.0,4,6,9,93,,
26110157,(Hidden by Airbnb) ★Freitas 709★,Apartment,Entire home/apt,Real Bed,2,730,flexible,2018-10-05 04:00:00,2019-01-16 05:00:00,3,1.0,2.0,2,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator']",97.00,,0.00,1,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,Vila Mariana,Mario,94.0,9.0,9.0,7.0,9.0,10.0,10.0,90.0,13,13,13,156,,
26112559,U13 One-Bedroom Apartment 3-pax (Pyrmont St),Apartment,Entire home/apt,Real Bed,1,1125,moderate,,,3,1.0,1.0,0,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Smoke detector', 'Essentials', 'Hangers', 'Hair dryer', 'Iron']",178.00,0.00,55.00,2,"Pyrmont, NSW, Australia",Australia,Central Business District,Vanessa,100.0,,,,,,,,13,43,70,282,,
26113123,Room in shared apartment,Apartment,Private room,Real Bed,4,1125,moderate,2018-07-13 04:00:00,2018-08-29 04:00:00,2,1.0,1.0,2,2.0,"['TV', 'Wifi', 'Kitchen', 'Elevator', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Other']",25.00,100.00,8.00,1,"Barcelona, Catalunya, Spain",Spain,Sants-Montjuïc,Sergi,,,,,,,,,1,9,9,9,,
26120284,Blackandwhitehome Poble Nou Attic I,Serviced apartment,Entire home/apt,Real Bed,2,29,moderate,2018-12-16 05:00:00,2019-01-27 05:00:00,6,3.0,4.0,4,2.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Safety card', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Private entrance', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Paid parking on premises']",135.00,,0.00,1,"Barcelona, Catalunya, Spain",Spain,El Born,Isabel,86.0,10.0,10.0,10.0,10.0,10.0,9.0,95.0,2,11,22,212,,
26120502,NEW! Loft in Porto Center (close to Bolhão),Apartment,Entire home/apt,Real Bed,2,1125,flexible,2018-07-03 04:00:00,2019-01-02 05:00:00,4,1.0,2.0,16,1.5,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Washer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Private entrance', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Paid parking on premises']",69.00,150.00,10.00,2,"Porto, Porto District, Portugal",Portugal,,Marina,100.0,10.0,9.0,9.0,9.0,9.0,9.0,94.0,26,48,72,289,,
26120851,Big comfortable room in BCN city center,Apartment,Private room,Real Bed,3,60,strict_14_with_grace_period,2018-07-07 04:00:00,2019-01-01 05:00:00,2,1.0,1.0,15,1.0,"['TV', 'Wifi', 'Kitchen', 'Washer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Hot water', 'Host greets you']",49.00,0.00,0.00,1,"Barcelona, Catalunya, Spain",Spain,El Raval,Nora,100.0,9.0,9.0,10.0,9.0,10.0,9.0,92.0,21,41,55,124,,
2612849,B:2BR for 6ppl 3mins to MongKok MTR,Apartment,Entire home/apt,Real Bed,1,365,strict_14_with_grace_period,2014-03-30 04:00:00,2019-02-20 05:00:00,6,2.0,3.0,196,1.0,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Doorman', 'Elevator', 'Family/kid friendly', 'Smoke detector', 'Fire extinguisher', 'Shampoo', 'Hangers', 'Hair dryer', 'Bed linens', 'Refrigerator', 'Long term stays allowed', 'Well-lit path to entrance', 'Step-free access', 'Other']",754.00,1000.00,80.00,4,"Hong Kong, Kowloon, Hong Kong",Hong Kong,Mong Kok,Melody InHK,94.0,9.0,9.0,10.0,10.0,10.0,9.0,90.0,5,17,38,308,,
26134555,Litlle room in a beautiful loft,Apartment,Private room,Real Bed,5,20,moderate,2018-08-06 04:00:00,2018-10-19 04:00:00,2,1.0,1.0,2,1.0,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Pets live on this property', 'Cat(s)', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room', 'Bathtub']",35.00,,0.00,1,"Montréal, Québec, Canada",Canada,,Stéphane,,10.0,10.0,10.0,10.0,10.0,10.0,100.0,29,59,89,89,320.00,
26143851,★Charming apartment near the beach★private terrace,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2018-07-13 04:00:00,2018-09-29 04:00:00,2,1.0,1.0,3,1.0,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",89.00,0.00,0.00,1,"Porto, Porto, Portugal",Portugal,,Ariana,100.0,10.0,10.0,9.0,9.0,10.0,9.0,93.0,30,60,90,347,,
26146479,Charming studio with balcony in the middle of Soho,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2018-07-01 04:00:00,2019-02-10 05:00:00,2,0.0,1.0,11,1.0,"['Wifi', 'Air conditioning', 'Kitchen', 'Washer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Iron', 'Self check-in', 'Lockbox', 'Hot water', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Step-free access', 'Wide clearance to bed']",997.00,,0.00,1,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,Sheung Wan,Sarah,100.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,0,4,4,4,,
26150475,香港高鐵站全新裝修豪華持牌賓館3人房606,Boutique hotel,Private room,Real Bed,1,1125,flexible,2018-07-01 04:00:00,2018-12-31 05:00:00,3,1.0,2.0,10,1.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Elevator', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', '24-hour check-in', 'Hangers', 'Hair dryer', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Luggage dropoff allowed', 'Long term stays allowed', 'Cleaning before checkout', 'Host greets you']",455.00,,0.00,1,"Hong Kong, Kowloon, Hong Kong",Hong Kong,Jordan,燕,100.0,10.0,10.0,9.0,9.0,10.0,10.0,96.0,0,0,0,0,,
26151425,UTOPIA- Amiable Double Room for Happy Travellers !,Apartment,Private room,Real Bed,1,31,flexible,2018-07-18 04:00:00,2018-08-31 04:00:00,2,1.0,1.0,8,2.0,"['TV', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Breakfast', 'Free street parking', 'Washer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room', 'Private entrance', 'Hot water', 'Host greets you', 'Paid parking on premises']",28.00,0.00,0.00,1,"Vila Nova de Gaia, Porto, Portugal",Portugal,,Luis,,10.0,10.0,10.0,10.0,9.0,10.0,100.0,0,0,0,0,,
26158096,Beşiktaşta Özel Oda,Apartment,Private room,Real Bed,30,365,flexible,,,1,1.0,1.0,0,1.0,"['TV', 'Wifi', 'Kitchen', 'Smoking allowed', 'Heating', 'Washer', 'First aid kit', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Iron']",121.00,,0.00,1,"Beşiktaş, İstanbul, Turkey",Turkey,,Nurseli,0.0,,,,,,,,30,60,90,365,,
26164547,petite chambre sur le playeau mont royal,Bed and breakfast,Private room,Real Bed,1,1125,flexible,2018-12-31 05:00:00,2018-12-31 05:00:00,2,1.0,1.0,1,1.0,"['Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Pets allowed', 'Buzzer/wireless intercom', 'Heating', 'Suitable for events', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Iron']",31.00,,0.00,1,"Montréal, Québec, Canada",Canada,Le Plateau,Eric,70.0,10.0,6.0,10.0,10.0,10.0,8.0,100.0,30,60,87,356,,
26170427,L Honoapiilani Condo #120993 *NO GUEST SERVICE FEE*,Condominium,Entire home/apt,Real Bed,5,365,super_strict_60,,,4,1.0,1.0,0,1.0,"['TV', 'Wifi', 'Pool', 'Kitchen', 'Free parking on premises', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Bed linens', 'Microwave', 'Dishwasher', 'Oven', 'Patio or balcony']",310.00,500.00,0.00,4,"Lahaina, HI, United States",United States,,Red Awning,,,,,,,,,12,38,58,320,,
26178812,North Point ...Room for 2 --- with lift  (2a),Apartment,Private room,Real Bed,29,1125,flexible,,,2,0.0,1.0,0,1.0,"['Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Washer', 'Hangers', 'Laptop friendly workspace']",228.00,,0.00,1,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,Kennedy Town,Jov,98.0,,,,,,,,12,42,72,162,,
26185187,Chambre lumineuse dans Villeray,Apartment,Private room,Real Bed,2,1125,flexible,2018-07-01 04:00:00,2018-08-10 04:00:00,2,1.0,1.0,2,1.0,"['Wifi', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Essentials', 'Hangers', 'Hair dryer']",32.00,,0.00,1,"Montréal, Québec, Canada",Canada,Villeray,Agnes,,10.0,10.0,10.0,10.0,10.0,10.0,100.0,29,59,89,89,,
26197507,NEW-Kamuela Luxury Resort Townhome on Kohala Coast,Townhouse,Entire home/apt,Real Bed,4,29,strict_14_with_grace_period,,,4,2.0,2.0,0,2.0,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Gym', 'Hot tub', 'Washer', 'Dryer', 'Hair dryer', 'Iron', 'Bathtub', 'Bed linens', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Oven', 'BBQ grill', 'Beach essentials', 'Other']",400.00,,0.00,1,"Kamuela, HI, United States",United States,,Evolve,67.0,,,,,,,,7,28,58,303,,
26199936,Leme - 2 quartos  - portaria 24 horas,Apartment,Entire home/apt,Real Bed,1,1000,strict_14_with_grace_period,2018-07-21 04:00:00,2019-02-01 05:00:00,4,2.0,3.0,5,2.0,"['TV', 'Wifi', 'Kitchen', 'Elevator', 'First aid kit', 'Safety card', 'Essentials', 'Hangers', 'Laptop friendly workspace', 'Private entrance', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove']",280.00,0.00,0.00,1,"Leme, Rio de Janeiro, Brazil",Brazil,,Paula,100.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,0,0,0,0,,
26204249,Waikiki Banyan Tower 2 Suite 3704 *No guest service fee*,Condominium,Entire home/apt,Real Bed,5,365,super_strict_60,,,6,1.0,2.0,0,1.0,"['TV', 'Wifi', 'Pool', 'Kitchen', 'Hot tub', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Bathtub', 'Bed linens', 'Microwave', 'Coffee maker', 'Oven', 'Patio or balcony']",307.00,500.00,0.00,6,"Waikiki, HI, United States",United States,,Red Awning,100.0,,,,,,,,9,32,47,212,,
26209883,Devesas Apartment,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2018-07-15 04:00:00,2018-12-31 05:00:00,6,2.0,3.0,19,2.0,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Pets allowed', 'Elevator', 'Free street parking', 'Heating', 'Suitable for events', 'Washer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Step-free access', 'Step-free access', 'Host greets you']",85.00,,10.00,4,"Vila Nova de Gaia, Porto, Portugal",Portugal,,Guilherme,100.0,10.0,10.0,10.0,10.0,9.0,9.0,99.0,30,60,82,357,,
26210993,Ótimo quarto p 1-2 moças.Próx UERJ/Maracanã/Centro,Condominium,Private room,Real Bed,5,1125,moderate,,,1,1.0,1.0,0,1.0,"['Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Gym', 'Elevator', 'Free street parking', 'Suitable for events', 'Washer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide doorway', 'Other']",41.00,,27.00,1,"Grajau, Rio de Janeiro, Brazil",Brazil,Engenho Novo,Fatima,100.0,,,,,,,,0,0,0,163,,
26231187,Nice and quiet room in the Plateau,Condominium,Private room,Real Bed,2,1125,moderate,2018-07-08 04:00:00,2019-01-15 05:00:00,2,1.0,1.0,32,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Hot water', 'Bed linens']",36.00,0.00,7.00,1,"Montréal, Québec, Canada",Canada,Le Plateau,Luna,100.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0,2,32,62,62,,
